danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,,,,,,,,
0.78,0.75,1,-3.5,1,0.205,0.00344,0.00122,0.346,0.348,150.02,trap,,,,,,,,
0.661,0.992,9,-0.997,1,0.136,0.0396,0.0169,0.138,0.679,150.04,trap,,,,,,,,
0.514,0.988,11,-1.136,1,0.452,0.00425,0.0039,0.0794,0.311,149.848,trap,,,,,,,,
0.568,0.948,11,-0.442,1,0.0553,0.0016,0.319,0.0862,0.233,149.958,trap,,,,,,,,
0.541,0.917,8,-2.818,1,0.0881,4.67E-05,0.611,0.643,0.241,150.123,trap,,,,,,,,
0.621,0.835,8,-6.721,1,0.0578,5.58E-05,0.208,0.913,0.0237,140.009,trap,,,,,,,,
0.382,0.492,7,-8.032,1,0.0558,0.378,0.811,0.289,0.0556,144.97,trap,,,,,,,,
0.587,0.804,2,-6.517,1,0.0383,0.00219,0.0148,0.154,0.157,155.124,trap,,,,,,,,
0.601,0.871,11,-3.775,0,0.58,0.00113,0.00111,0.129,0.168,150.412,trap,,,,,,,,
0.701,0.961,1,-2.75,1,0.0866,0.128,1.20E-06,0.226,0.75,149.991,trap,,,,,,,,
0.542,0.805,1,-7.208,1,0.436,0.0133,0.00507,0.331,0.212,145.185,trap,,,,,,,,
0.358,0.976,11,-1.174,0,0.417,0.00207,0.0209,0.202,0.178,147.08,trap,,,,,,,,
0.8,0.859,1,-2.954,1,0.092,0.23,0.915,0.113,0.657,140.007,trap,,,,,,,,
0.584,0.994,9,-1.234,1,0.187,0.00253,0.457,0.159,0.141,149.991,trap,,,,,,,,
0.363,0.735,1,-3.857,1,0.0428,0.0014,0.000119,0.13,0.0721,145.556,trap,,,,,,,,
0.572,0.825,11,-3.325,1,0.173,0.00405,0.00173,0.281,0.195,149.979,trap,,,,,,,,
0.424,0.958,1,-0.656,1,0.415,0.00134,0,0.237,0.36,150.01,trap,,,,,,,,
0.735,0.98,0,-0.136,0,0.355,0.0571,0,0.302,0.4,144.97,trap,,,,,,,,
0.659,0.951,1,-3.036,1,0.119,0.000442,0.0107,0.0465,0.457,150.036,trap,,,,,,,,
0.459,0.919,10,-3.744,0,0.0699,0.00988,0.594,0.576,0.15,139.943,trap,,,,,,,,
0.644,0.978,11,-2.266,0,0.0545,0.00344,0.219,0.17,0.102,150.009,trap,,,,,,,,
0.491,0.931,7,-3.218,0,0.228,0.076,0.00016,0.142,0.219,150.229,trap,,,,,,,,
0.585,0.953,10,-2.206,0,0.0905,0.00273,0.046,0.0762,0.205,150.105,trap,,,,,,,,
0.725,0.787,1,-6.285,0,0.281,0.0688,0.0293,0.0942,0.44,149.879,trap,,,,,,,,
0.507,0.976,2,-0.277,1,0.572,0.0171,0.26,0.164,0.0792,150.032,trap,,,,,,,,
0.63,0.994,1,-0.694,0,0.0658,0.00663,0.0261,0.337,0.668,149.996,trap,,,,,,,,
0.435,0.95,1,-1.311,1,0.104,0.00115,0.788,0.0669,0.0745,150.08,trap,,,,,,,,
0.402,0.82,5,-4.766,0,0.0504,1.13E-05,0.404,0.721,0.0399,139.83,trap,,,,,,,,
0.705,0.97,4,-1.884,1,0.0523,0.103,0.00924,0.312,0.544,149.98,trap,,,,,,,,
0.364,0.949,0,-1.979,0,0.0823,0.00622,0.000294,0.149,0.282,150.036,trap,,,,,,,,
0.621,0.933,3,-1.84,0,0.0941,0.108,0.000729,0.367,0.47,150.106,trap,,,,,,,,
0.323,0.717,0,-0.151,1,0.197,0.00214,0.00988,0.328,0.285,145.792,trap,,,,,,,,
0.678,0.975,7,-0.922,0,0.189,0.0141,0.0288,0.664,0.158,149.907,trap,,,,,,,,
0.817,0.883,1,-1.765,1,0.237,0.00782,0.0226,0.114,0.728,150.092,trap,,,,,,,,
0.565,0.988,9,-1.448,1,0.145,0.00664,0.0508,0.0935,0.0316,150.05,trap,,,,,,,,
0.831,0.628,9,-5.152,1,0.423,0.136,0.287,0.47,0.186,144.988,trap,,,,,,,,
0.38,0.799,1,-2.473,1,0.0604,0.039,1.05E-05,0.101,0.181,151.176,trap,,,,,,,,
0.857,0.978,2,0.681,1,0.374,0.066,0.0712,0.108,0.389,145.031,trap,,,,,,,,
0.661,0.808,0,-5.067,1,0.062,0.00591,6.01E-05,0.112,0.0784,145.128,trap,,,,,,,,
0.726,0.927,6,-3.749,0,0.185,0.00141,0.0322,0.117,0.416,155.031,trap,,,,,,,,
0.543,0.673,2,-2.995,0,0.0385,0.045,0,0.386,0.273,150.036,trap,,,,,,,,
0.507,0.968,11,-3.328,0,0.112,0.00182,0.408,0.158,0.465,149.945,trap,,,,,,,,
0.696,0.846,4,-1.305,1,0.238,0.0461,0.0107,0.176,0.498,150.056,trap,,,,,,,,
0.5,0.769,7,-4.322,0,0.0709,0.218,0.00691,0.319,0.223,149.523,trap,,,,,,,,
0.493,0.954,4,-2.301,1,0.0742,0.00702,0.803,0.505,0.21,149.949,trap,,,,,,,,
0.558,0.981,1,-1.619,1,0.0847,0.00112,0.00634,0.348,0.112,140.007,trap,,,,,,,,
0.39,0.992,5,-1.524,0,0.648,0.00164,1.34E-06,0.0458,0.111,149.594,trap,,,,,,,,
0.749,0.931,4,-1.045,0,0.289,0.00261,0.00037,0.119,0.433,145.007,trap,,,,,,,,
0.321,0.87,6,-2.931,1,0.153,0.0222,0.261,0.189,0.0749,150.208,trap,,,,,,,,
0.377,0.967,10,-1.679,1,0.436,0.0019,0.0123,0.336,0.0868,150.036,trap,,,,,,,,
0.59,0.93,1,-4.386,1,0.0661,0.000367,0.653,0.0921,0.0821,145.004,trap,,,,,,,,
0.51,0.882,8,-5.659,0,0.159,0.00158,0.00206,0.0764,0.653,154.029,trap,,,,,,,,
0.673,0.903,1,-2.768,0,0.428,0.00586,0.0247,0.0658,0.657,150.034,trap,,,,,,,,
0.478,0.939,1,-1.97,1,0.311,0.00946,0.0238,0.293,0.324,149.767,trap,,,,,,,,
0.451,0.942,6,-4.989,0,0.2,0.00346,0.000385,0.745,0.403,144.965,trap,,,,,,,,
0.541,0.773,5,-6.134,0,0.125,0.0774,0.00316,0.149,0.4,144.967,trap,,,,,,,,
0.604,0.984,2,-0.181,1,0.0522,0.00144,0.466,0.299,0.139,145.095,trap,,,,,,,,
0.569,0.762,1,-5.354,1,0.0506,0.291,2.15E-05,0.0579,0.257,152.082,trap,,,,,,,,
0.677,0.639,6,-8.247,1,0.232,0.036,0.000203,0.277,0.586,161.002,trap,,,,,,,,
0.418,0.925,0,-3.686,1,0.174,0.000729,0.559,0.938,0.191,149.724,trap,,,,,,,,
0.791,0.842,10,-3.713,0,0.11,0.008,0.00624,0.0678,0.397,150.01,trap,,,,,,,,
0.39,0.992,5,-1.524,0,0.648,0.00164,1.34E-06,0.0458,0.111,149.594,trap,,,,,,,,
0.885,0.917,0,-8.014,0,0.483,0.000302,0.0592,0.138,0.322,144.985,trap,,,,,,,,
0.475,0.962,10,-1.954,1,0.0569,0.0724,0.226,0.102,0.18,144.944,trap,,,,,,,,
0.592,0.937,11,-5.453,0,0.158,0.00418,7.58E-06,0.406,0.339,150.096,trap,,,,,,,,
0.713,0.676,11,-4.6,0,0.358,0.0883,0.036,0.172,0.491,149.944,trap,,,,,,,,
0.564,0.951,0,-2.645,1,0.0677,2.48E-05,0.387,0.128,0.154,150.003,trap,,,,,,,,
0.446,0.992,4,-3.312,0,0.299,0.00533,0.000879,0.451,0.0367,149.898,trap,,,,,,,,
0.721,0.856,9,-0.418,0,0.41,0.00208,0,0.359,0.377,140.098,trap,,,,,,,,
0.73,0.949,5,-1.256,0,0.414,0.0209,3.47E-05,0.56,0.383,149.927,trap,,,,,,,,
0.584,0.71,1,-5.077,1,0.14,0.0174,2.26E-05,0.096,0.289,140.042,trap,,,,,,,,
0.804,0.975,1,-4.064,1,0.128,0.0186,0.27,0.0823,0.341,144.988,trap,,,,,,,,
0.767,0.94,10,-0.518,0,0.356,0.0224,0.402,0.115,0.256,144.976,trap,,,,,,,,
0.458,0.84,6,-2.571,1,0.0474,0.000929,0,0.54,0.0586,139.985,trap,,,,,,,,
0.596,0.969,8,-0.262,1,0.503,0.211,0.00441,0.284,0.369,139.752,trap,,,,,,,,
0.488,0.678,9,-5.767,1,0.131,0.149,2.99E-06,0.107,0.192,149.815,trap,,,,,,,,
0.529,0.995,6,-4.264,1,0.129,0.00866,0.0725,0.116,0.208,149.962,trap,,,,,,,,
0.572,0.832,1,-10.952,1,0.6,0.00824,0.000483,0.693,0.308,150.064,trap,,,,,,,,
0.546,0.994,6,-0.578,1,0.0652,0.000755,0.82,0.34,0.49,150.022,trap,,,,,,,,
0.395,0.907,10,-4.535,0,0.104,0.0369,0.668,0.149,0.0377,144.952,trap,,,,,,,,
0.345,0.736,5,-4.753,0,0.0449,0.114,1.88E-06,0.067,0.0387,135.272,trap,,,,,,,,
0.624,0.939,7,-2.449,1,0.071,0.00102,0.00559,0.131,0.391,160.014,trap,,,,,,,,
0.504,0.921,1,-4.888,1,0.466,0.0342,0.000929,0.344,0.297,149.865,trap,,,,,,,,
0.544,0.969,1,-2.715,0,0.288,0.00504,0.014,0.698,0.142,149.936,trap,,,,,,,,
0.444,0.809,9,-2.793,0,0.145,0.027,0.00145,0.0996,0.426,145.038,trap,,,,,,,,
0.644,0.997,8,-0.826,0,0.429,0.0185,0.00178,0.138,0.315,149.978,trap,,,,,,,,
0.435,0.947,5,-3.061,1,0.0739,0.0094,0.0154,0.579,0.149,145.041,trap,,,,,,,,
0.563,0.978,11,-1.192,1,0.24,0.000914,0.309,0.354,0.353,150.021,trap,,,,,,,,
0.6,0.78,2,-6.681,1,0.0559,0.00604,0.845,0.129,0.322,149.919,trap,,,,,,,,
0.712,0.657,7,-6.133,1,0.339,0.000517,0.000211,0.0775,0.573,139.872,trap,,,,,,,,
0.267,0.669,7,-7.092,1,0.0369,3.12E-05,0.592,0.0675,0.0767,154.432,trap,,,,,,,,
0.695,0.862,1,-1.481,0,0.141,0.133,0.0344,0.149,0.701,150.091,trap,,,,,,,,
0.859,0.913,8,-2.061,1,0.0528,0.0245,0.0316,0.329,0.0737,140.072,trap,,,,,,,,
0.567,0.984,11,-2.289,0,0.242,0.000364,0.000616,0.689,0.338,149.992,trap,,,,,,,,
0.609,0.802,8,-2.402,1,0.0512,0.00025,0.786,0.111,0.173,150.086,trap,,,,,,,,
0.489,0.778,7,-5.436,1,0.415,0.00307,0.00212,0.136,0.308,158.324,trap,,,,,,,,
0.658,0.912,11,-2.057,1,0.064,0.00428,0.00202,0.662,0.381,150.014,trap,,,,,,,,
0.5,0.805,0,-5.981,1,0.148,0.000425,0.013,0.313,0.168,139.917,trap,,,,,,,,
0.542,0.954,1,-1.534,1,0.673,0.00759,0.000297,0.0896,0.147,144.856,trap,,,,,,,,
0.558,0.832,5,-3.006,1,0.315,0.0157,0.00784,0.418,0.186,140.243,trap,,,,,,,,
0.734,0.954,3,-0.529,1,0.418,0.065,0.0157,0.234,0.389,140.046,trap,,,,,,,,
0.804,0.978,9,-1.292,0,0.146,0.00023,0.00503,0.854,0.503,145.041,trap,,,,,,,,
0.7,0.996,1,-0.24,0,0.254,0.00481,0.000469,0.148,0.0995,150.017,trap,,,,,,,,
0.62,0.938,8,-1.336,1,0.119,0.00325,0.0959,0.358,0.414,144.917,trap,,,,,,,,
0.744,0.929,6,-5.61,0,0.0721,0.00116,0.574,0.134,0.493,140.063,trap,,,,,,,,
0.582,0.997,8,-0.997,1,0.36,0.0435,4.31E-05,0.494,0.346,149.952,trap,,,,,,,,
0.614,0.976,7,-3.928,1,0.0836,0.000179,0.913,0.0906,0.229,139.982,trap,,,,,,,,
0.619,0.977,5,-1.143,0,0.157,0.016,0.005,0.182,0.54,149.687,trap,,,,,,,,
0.541,0.917,8,-2.818,1,0.0881,4.67E-05,0.611,0.643,0.241,150.123,trap,,,,,,,,
0.38,0.888,6,-3.596,0,0.431,0.00285,0.171,0.652,0.279,160.205,trap,,,,,,,,
0.625,0.978,6,-2.552,0,0.0987,0.000886,0.0197,0.147,0.318,150.018,trap,,,,,,,,
0.667,0.981,1,-1.075,1,0.0752,0.011,9.81E-06,0.207,0.379,150.048,trap,,,,,,,,
0.889,0.414,10,-9.32,0,0.541,0.0058,0.939,0.658,0.298,139.966,trap,,,,,,,,
0.637,0.949,1,-1.253,0,0.0316,0.00511,0.578,0.123,0.0497,140.006,trap,,,,,,,,
0.511,0.897,4,-2.582,1,0.0725,0.00128,0.596,0.15,0.0405,150.54,trap,,,,,,,,
0.463,0.789,0,-6.044,1,0.0695,0.00522,0,0.095,0.13,149.922,trap,,,,,,,,
0.304,0.742,5,-2.261,0,0.0357,0.000757,0.865,0.336,0.167,139.958,trap,,,,,,,,
0.328,0.977,6,-0.335,0,0.158,0.00038,0.286,0.281,0.436,150.052,trap,,,,,,,,
0.598,0.959,6,-1.384,1,0.0379,0.00327,0.763,0.085,0.501,150,trap,,,,,,,,
0.547,0.989,1,-1.284,1,0.338,0.00308,0.818,0.337,0.355,149.95,trap,,,,,,,,
0.514,0.934,1,-3.752,1,0.0449,0.000139,0.000891,0.116,0.154,149.952,trap,,,,,,,,
0.759,0.778,0,-3.722,1,0.171,0.000773,0,0.186,0.702,144.938,trap,,,,,,,,
0.663,0.865,2,-3.401,0,0.264,0.00433,0.0189,0.24,0.196,149.982,trap,,,,,,,,
0.664,0.943,6,-3.127,1,0.0556,0.0155,0.733,0.715,0.761,142.033,trap,,,,,,,,
0.457,0.986,11,-2.051,0,0.503,0.000248,0.00112,0.352,0.208,149.632,trap,,,,,,,,
0.432,0.838,7,-1.687,1,0.0519,0.0919,1.24E-05,0.154,0.53,160.129,trap,,,,,,,,
0.699,0.896,7,-1.829,1,0.0387,0.00988,0.219,0.312,0.536,150.076,trap,,,,,,,,
0.537,0.829,1,-2.609,1,0.0412,0.000219,0.00708,0.333,0.0374,149.996,trap,,,,,,,,
0.758,0.746,7,-11.39,1,0.0639,0.0997,0.0613,0.151,0.212,142.994,trap,,,,,,,,
0.589,0.775,5,-2.906,0,0.0801,0.00118,0.0842,0.0745,0.235,149.786,trap,,,,,,,,
0.449,0.809,6,-3.366,1,0.0847,0.00234,0.876,0.11,0.115,142.49,trap,,,,,,,,
0.828,0.505,1,-2.604,1,0.464,0.00747,0.0494,0.414,0.503,149.938,trap,,,,,,,,
0.713,0.907,10,-1.549,0,0.322,0.0723,0,0.317,0.366,149.598,trap,,,,,,,,
0.636,0.965,0,-0.322,1,0.291,0.000159,0.478,0.109,0.046,150.02,trap,,,,,,,,
0.799,0.765,11,-2.681,1,0.217,0.0011,0.0256,0.14,0.0697,145.045,trap,,,,,,,,
0.636,0.928,10,-4.079,0,0.164,0.00139,0.278,0.0919,0.0464,149.969,trap,,,,,,,,
0.639,0.979,11,1.535,1,0.196,0.00401,0.000406,0.295,0.451,150.066,trap,,,,,,,,
0.681,0.994,1,-0.258,1,0.458,0.106,0.000976,0.271,0.198,145.037,trap,,,,,,,,
0.659,0.984,11,-1.534,0,0.0882,0.00118,0.122,0.471,0.306,150.054,trap,,,,,,,,
0.499,0.652,4,-6.71,1,0.0451,0.153,0.000134,0.143,0.317,135.076,trap,,,,,,,,
0.663,0.965,1,-1.788,1,0.0826,0.000233,0.0126,0.328,0.544,150.026,trap,,,,,,,,
0.627,0.957,10,-2.023,0,0.105,0.000442,0.645,0.369,0.568,149.99,trap,,,,,,,,
0.726,0.991,2,-0.85,1,0.102,0.0018,0.753,0.325,0.483,149.997,trap,,,,,,,,
0.62,0.965,0,-1.931,1,0.116,0.00269,0.691,0.0787,0.282,149.964,trap,,,,,,,,
0.431,0.849,4,-3.553,1,0.114,0.0244,0.0872,0.32,0.142,144.943,trap,,,,,,,,
0.544,0.978,11,-1.992,1,0.0705,0.000396,0.647,0.408,0.0395,150.031,trap,,,,,,,,
0.673,0.903,1,-2.768,0,0.428,0.00586,0.0247,0.0658,0.657,150.034,trap,,,,,,,,
0.516,0.953,4,-2.501,1,0.209,0.00505,0.58,0.334,0.0365,149.99,trap,,,,,,,,
0.549,0.981,2,-1.265,1,0.125,0.000114,0.018,0.321,0.228,154.017,trap,,,,,,,,
0.592,0.977,6,-1.957,0,0.287,0.0325,0.000254,0.339,0.281,150.065,trap,,,,,,,,
0.576,0.973,0,-0.865,1,0.0842,0.000556,0.00523,0.325,0.215,149.971,trap,,,,,,,,
0.729,0.869,5,-7.569,0,0.129,0.0233,0.585,0.0944,0.138,140.057,trap,,,,,,,,
0.621,0.94,5,-0.334,0,0.186,0.000206,0.837,0.201,0.228,144.968,trap,,,,,,,,
0.611,0.993,8,-1.324,0,0.166,0.00301,0.104,0.355,0.533,160.09,trap,,,,,,,,
0.599,0.992,5,-1.778,0,0.0621,0.000846,0.521,0.322,0.141,149.934,trap,,,,,,,,
0.594,0.741,3,-4.449,0,0.0536,0.00813,1.84E-05,0.224,0.407,146.06,trap,,,,,,,,
0.441,0.766,6,-5.921,0,0.0533,0.0181,1.60E-06,0.509,0.52,150.054,trap,,,,,,,,
0.485,0.986,1,-2.806,1,0.253,0.00199,0.00197,0.343,0.258,149.963,trap,,,,,,,,
0.893,0.831,8,-5.337,0,0.293,0.00443,0.000704,0.127,0.525,140.163,trap,,,,,,,,
0.327,0.363,7,-9.806,1,0.0371,0.861,0,0.881,0.266,152.672,trap,,,,,,,,
0.377,0.614,5,-6.207,0,0.0557,0.324,0.794,0.117,0.583,150.776,trap,,,,,,,,
0.41,0.985,2,-1.537,1,0.506,0.0161,0.000238,0.422,0.171,144.962,trap,,,,,,,,
0.763,0.835,2,-4.291,1,0.361,0.00449,6.58E-06,0.118,0.0999,149.214,trap,,,,,,,,
0.702,0.859,7,-4.281,1,0.276,0.00351,0.0734,0.117,0.123,144.922,trap,,,,,,,,
0.389,0.878,10,-0.946,0,0.394,0.000927,2.17E-05,0.0599,0.398,150.012,trap,,,,,,,,
0.498,0.908,6,-3.792,1,0.273,0.00472,0.0205,0.336,0.552,150.077,trap,,,,,,,,
0.727,0.975,1,-3.53,0,0.371,0.0113,0.0248,0.216,0.308,150.015,trap,,,,,,,,
0.724,0.876,4,-5.791,1,0.365,0.000299,0.872,0.618,0.348,150.087,trap,,,,,,,,
0.327,0.983,5,-1.73,0,0.167,0.000246,0.0355,0.328,0.163,149.477,trap,,,,,,,,
0.529,0.882,9,-3.001,0,0.185,0.0528,6.97E-05,0.161,0.312,139.943,trap,,,,,,,,
0.563,0.994,10,-0.104,0,0.618,0.021,0.0768,0.265,0.225,149.889,trap,,,,,,,,
0.527,0.886,11,-2.489,0,0.0639,0.000504,0.667,0.276,0.0768,149.793,trap,,,,,,,,
0.591,0.901,10,-1.039,0,0.0761,0.00371,0.000127,0.111,0.148,145.036,trap,,,,,,,,
0.52,0.989,1,1.279,1,0.372,0.0045,0.0614,0.247,0.191,144.826,trap,,,,,,,,
0.487,0.886,1,-2.816,1,0.437,0.036,0.000593,0.0834,0.187,145.001,trap,,,,,,,,
0.67,0.946,10,0.39,0,0.366,0.0358,0.0992,0.31,0.421,145.026,trap,,,,,,,,
0.666,0.991,11,-1.704,0,0.311,0.297,2.22E-05,0.395,0.797,154.978,trap,,,,,,,,
0.595,0.943,11,-4.482,0,0.0567,0.00363,0.75,0.289,0.361,150.001,trap,,,,,,,,
0.829,0.879,10,-0.497,0,0.326,0.00102,0.497,0.184,0.388,144.993,trap,,,,,,,,
0.782,0.836,11,-5.175,1,0.35,0.0451,0.0503,0.136,0.034,140.111,trap,,,,,,,,
0.556,0.937,8,-1.825,0,0.392,0.0426,0.293,0.521,0.523,139.38,trap,,,,,,,,
0.751,0.851,11,-3.882,0,0.293,0.0468,0.171,0.307,0.413,139.992,trap,,,,,,,,
0.397,0.934,4,-1.779,0,0.133,0.016,0.000211,0.193,0.159,149.746,trap,,,,,,,,
0.656,0.962,2,-6.882,1,0.0967,0.0317,0.162,0.326,0.157,150.054,trap,,,,,,,,
0.478,0.878,8,-3.264,1,0.22,0.0349,0.0301,0.354,0.331,140.09,trap,,,,,,,,
0.663,0.859,1,-4.617,1,0.062,0.000596,0.000594,0.0886,0.232,150.008,trap,,,,,,,,
0.627,0.98,10,-2.687,0,0.218,0.000244,0.592,0.1,0.257,149.988,trap,,,,,,,,
0.446,0.975,2,-2.329,0,0.163,0.00719,0.289,0.214,0.178,139.93,trap,,,,,,,,
0.788,0.851,11,-1.845,0,0.213,0.00287,0.348,0.132,0.378,150.108,trap,,,,,,,,
0.78,0.75,1,-3.5,1,0.205,0.00344,0.00122,0.346,0.348,150.02,trap,,,,,,,,
0.725,0.722,9,-4.824,1,0.0712,0.00416,0.19,0.181,0.345,149.998,trap,,,,,,,,
0.601,0.921,10,-3.704,0,0.0653,0.128,0.146,0.147,0.357,149.967,trap,,,,,,,,
0.485,0.804,10,-2.951,0,0.0452,0.000102,0.721,0.407,0.138,140.07,trap,,,,,,,,
0.476,0.998,0,-2.194,1,0.556,0.00768,0.00251,0.326,0.066,150.226,trap,,,,,,,,
0.552,0.937,10,-0.569,0,0.371,0.0065,0.363,0.194,0.276,144.966,trap,,,,,,,,
0.396,0.985,2,-1.212,1,0.148,0.00133,0.782,0.0672,0.0996,149.523,trap,,,,,,,,
0.477,0.962,0,-0.839,1,0.281,0.000437,0.851,0.346,0.15,149.958,trap,,,,,,,,
0.724,0.966,1,-2.934,1,0.249,0.0112,0.164,0.369,0.51,155.002,trap,,,,,,,,
0.535,0.978,1,-1.787,1,0.263,0.00199,0.000171,0.0949,0.193,150.077,trap,,,,,,,,
0.76,0.875,8,-1.959,0,0.103,0.021,7.40E-05,0.0678,0.32,144.878,trap,,,,,,,,
0.644,0.997,8,-0.826,0,0.429,0.0185,0.00178,0.138,0.315,149.978,trap,,,,,,,,
0.487,0.693,10,-4.05,0,0.0395,0.136,1.02E-05,0.105,0.29,145.937,trap,,,,,,,,
0.672,0.956,10,-0.913,1,0.0405,0.0756,0,0.119,0.494,144.004,trap,,,,,,,,
0.457,0.927,4,-6.059,1,0.371,0.000769,0.000194,0.325,0.211,150.433,trap,,,,,,,,
0.748,0.913,6,-3.327,1,0.261,0.00784,0.0174,0.089,0.0917,149.992,trap,,,,,,,,
0.571,0.976,1,-1.335,1,0.432,0.000142,0.0211,0.956,0.247,150.101,trap,,,,,,,,
0.596,0.97,11,-2.7,0,0.0691,0.00208,0.00419,0.101,0.279,150.003,trap,,,,,,,,
0.645,0.93,1,-2.949,0,0.375,0.00271,0.000442,0.19,0.499,149.652,trap,,,,,,,,
0.224,0.644,5,-7.276,0,0.0386,0.00407,0.252,0.537,0.0387,149.822,trap,,,,,,,,
0.519,0.914,8,-0.105,0,0.0556,0.0226,5.59E-05,0.943,0.147,150.022,trap,,,,,,,,
0.776,0.984,11,-2.466,0,0.22,0.115,0.0031,0.086,0.221,145.009,trap,,,,,,,,
0.495,0.973,1,-1.261,1,0.14,0.000868,0.357,0.316,0.0506,145.063,trap,,,,,,,,
0.606,0.813,1,0.503,0,0.102,0.000167,0.102,0.284,0.237,147.865,trap,,,,,,,,
0.78,0.949,11,0.458,0,0.295,0.00122,0.0251,0.0477,0.225,140.006,trap,,,,,,,,
0.397,0.961,2,-1.193,1,0.27,0.00153,0.241,0.104,0.192,159.922,trap,,,,,,,,
0.6,0.951,5,-2.304,0,0.0734,0.0005,0.486,0.0792,0.456,150.012,trap,,,,,,,,
0.891,0.893,10,-0.595,0,0.191,0.0142,0.142,0.0768,0.555,139.933,trap,,,,,,,,
0.362,0.796,5,-3.843,0,0.0599,0.00318,0.0284,0.156,0.234,149.859,trap,,,,,,,,
0.561,0.785,2,-3.783,1,0.0562,0.000265,0.616,0.298,0.122,144.918,trap,,,,,,,,
0.689,0.989,5,-1.698,0,0.333,0.00452,0.0781,0.0596,0.248,144.998,trap,,,,,,,,
0.522,0.928,4,-5.408,0,0.334,0.000396,0.0504,0.263,0.522,150.045,trap,,,,,,,,
0.335,0.963,9,0.1,1,0.412,0.00973,0.0695,0.361,0.0636,150.02,trap,,,,,,,,
0.637,0.98,9,-0.118,1,0.203,0.000502,0.00165,0.214,0.485,140.067,trap,,,,,,,,
0.83,0.847,5,-1.117,0,0.0582,0.00146,0.156,0.202,0.377,139.999,trap,,,,,,,,
0.488,0.979,9,-2.058,1,0.414,0.00108,0.000306,0.302,0.0818,144.901,trap,,,,,,,,
0.51,0.97,3,-0.383,0,0.145,0.0238,0.105,0.5,0.213,149.293,trap,,,,,,,,
0.691,0.918,11,-1.181,0,0.24,0.00806,0.00255,0.107,0.0749,144.966,trap,,,,,,,,
0.457,0.909,11,-2.353,0,0.392,0.00154,0.253,0.292,0.385,140.422,trap,,,,,,,,
0.438,0.969,8,0.251,1,0.276,0.00039,0.213,0.147,0.205,150.088,trap,,,,,,,,
0.389,0.871,1,-4.026,1,0.139,0.0107,0.516,0.145,0.32,149.942,trap,,,,,,,,
0.473,0.865,9,-3.775,0,0.269,0.0031,0,0.0882,0.314,138.654,trap,,,,,,,,
0.465,0.819,2,-3.796,0,0.0525,0.0615,0,0.159,0.0784,150.09,trap,,,,,,,,
0.364,0.949,0,-1.979,0,0.0823,0.00622,0.000294,0.149,0.282,150.036,trap,,,,,,,,
0.593,0.972,5,-1.809,0,0.0501,0.001,0.833,0.496,0.0381,140.074,trap,,,,,,,,
0.398,0.817,1,-6.047,0,0.177,0.00829,0.198,0.0826,0.132,142.518,trap,,,,,,,,
0.673,0.972,1,-0.909,1,0.196,0.003,2.38E-06,0.405,0.703,150.159,trap,,,,,,,,
0.844,0.762,1,-1.154,1,0.109,0.0181,7.59E-05,0.171,0.102,144.996,trap,,,,,,,,
0.751,0.988,6,-2.035,0,0.211,0.22,0.00129,0.283,0.547,145.139,trap,,,,,,,,
0.573,0.974,1,0.387,0,0.0648,0.000253,0.288,0.138,0.236,149.912,trap,,,,,,,,
0.507,0.956,6,-3.865,0,0.0512,0.00021,0.019,0.249,0.355,149.952,trap,,,,,,,,
0.84,0.83,7,-0.869,0,0.332,0.00214,0.2,0.358,0.605,145.084,trap,,,,,,,,
0.589,0.967,0,-3.355,1,0.0875,0.000744,0.00032,0.0552,0.259,150.077,trap,,,,,,,,
0.493,0.954,4,-2.301,1,0.0742,0.00702,0.803,0.505,0.21,149.949,trap,,,,,,,,
0.582,0.997,8,-0.997,1,0.36,0.0435,4.31E-05,0.493,0.346,149.952,trap,,,,,,,,
0.537,0.87,7,-6.33,0,0.0354,0.0196,0.346,0.127,0.488,139.994,trap,,,,,,,,
0.679,0.945,1,1.85,1,0.112,0.0032,0.0353,0.348,0.13,139.732,trap,,,,,,,,
0.528,0.977,0,-2.349,1,0.481,0.0359,0.00635,0.349,0.449,144.833,trap,,,,,,,,
0.755,0.926,4,-3.515,1,0.108,0.000103,0.19,0.406,0.0815,141.985,trap,,,,,,,,
0.424,0.875,1,-2.625,1,0.296,0.000836,0.00762,0.561,0.112,150.954,trap,,,,,,,,
0.54,0.679,1,-3.425,1,0.217,0.0156,0,0.502,0.535,145.029,trap,,,,,,,,
0.686,0.934,11,-3.652,1,0.186,0.000565,0.434,0.13,0.116,150.192,trap,,,,,,,,
0.496,0.979,11,-2.987,1,0.362,0.000612,0.899,0.179,0.182,150.028,trap,,,,,,,,
0.693,0.939,11,-3.053,1,0.215,0.0752,0.00913,0.353,0.328,155.006,trap,,,,,,,,
0.638,0.897,2,-1.287,1,0.0602,0.000218,0.0522,0.134,0.336,150.072,trap,,,,,,,,
0.838,0.765,7,-4.991,1,0.323,0.00504,8.11E-05,0.0651,0.709,140.042,trap,,,,,,,,
0.432,0.855,1,-4.636,1,0.0876,0.000817,1.08E-05,0.156,0.325,139.992,trap,,,,,,,,
0.53,0.977,2,-3.035,1,0.117,0.00507,0.627,0.242,0.0557,140.005,trap,,,,,,,,
